Gene,GFPneg #1,GFPneg #2,GFPneg #3,GFPhigh #1,GFPhigh #2,GFPhigh #3
Gbp10,7.189226124,6.494079954,6.704965713,7.55631125,7.857304569,7.532782914
Rassf10,5.856232089,5.515723896,5.908315934,6.437699603,6.481458735,6.917303279
BC106179,4.509938341,4.166763485,4.420941661,5.243629517,5.392240971,5.017279791
Acadl,8.486359176,8.801459321,8.602442751,9.341091602,9.411595316,9.693006995
Scarb2,8.840219673,8.926231204,8.948249372,9.716147708,9.742103064,9.810899305
Kcnk5,4.123149616,4.443705749,4.663128409,5.327109979,5.086402563,5.368827189
Mtmr7,8.218648221,8.209359572,8.031754733,9.24075493,9.072116294,8.698892197
Kcnk2,7.179073059,7.179073059,6.714213519,8.046005496,7.892818927,7.682638919
Prpsap2,6.837234328,6.742803317,6.819838808,7.577772014,7.743547511,7.624301495
Cyp4f13,7.144437827,7.479866741,6.778566517,8.093077678,8.16469558,7.688682308
LOC73899,5.838531514,5.853581194,5.718998426,6.945362975,6.412524665,6.59548339
Dtx4,7.233818693,7.182022205,7.228114283,7.976393758,8.024949428,8.184763717
Lzts2,6.867579377,6.988816681,7.156326145,7.793232209,7.939659423,7.821554628
Upk3b,5.184630249,5.438908286,5.636116556,6.428248398,5.879620692,6.491904202
Pgrmc2,8.396415228,8.581669117,8.347168223,9.331023119,9.228928296,9.304071655
Shisa5,5.963213186,6.323400482,5.91026837,6.808572257,6.945018943,6.981575396
Abcd3,7.911433029,7.896546625,7.875028833,8.678707491,8.745157435,8.794521169
Osbpl5,6.886136377,7.342699757,6.557504123,7.615921595,7.950645781,7.751892109
Ly75,5.83444102,5.916466541,5.996818134,6.917981737,6.634017471,6.72617357
Myl12a,9.094176897,8.887259218,8.898906797,9.714122625,9.82090519,9.872281462
Atp8a1,10.46844765,10.71973584,10.46563323,11.5564894,11.42188113,11.20228082
Nfkb1,7.886051147,8.007760904,8.001848945,8.770311327,8.751172439,8.899209819
Bcl3,7.624546004,8.385206616,7.980888653,8.925862019,8.855008614,8.732603036
Gm8127,3.267722932,3.298524062,3.306204224,4.352656767,3.670232078,4.371748368
Ngef,7.216296587,7.326249442,6.767322896,8.081210558,7.869032302,7.87921191
E130215H24Rik,4.570202967,4.471978516,4.234347072,5.380826547,5.185450592,5.227311035
Mir328,5.040365292,5.125218413,4.624184324,5.791709161,5.90444502,5.609529955
Mir328,5.040365292,5.125218413,4.624184324,5.791709161,5.90444502,5.609529955
Hspb2,6.10706973,5.710032799,6.163923698,6.997703598,6.809726365,6.687736172
Gm20871,3.186761012,3.388924312,2.877750624,3.951062804,3.944544221,4.070831944
Gm20871,3.186761012,3.388924312,2.877750624,3.951062804,3.944544221,4.070831944
Gyk,6.089644426,6.040248926,5.883222446,6.866098038,6.757549453,6.901750742
Rptn,3.878539875,3.621386839,3.824396786,4.756693705,4.492778324,4.581818328
Clint1,8.915451697,8.965885948,8.909555536,9.752966384,9.709675949,9.834845106
Prex2,3.958959722,3.87143575,3.487718006,4.537303064,4.595755523,4.688583786
Snora44,7.718034914,7.68145772,7.355954611,8.354281727,8.679727279,8.224548512
Hrct1,5.933391788,6.151013564,6.365105108,7.047456404,6.998512404,6.906562967
Nipal1,4.541079373,4.381213745,4.809455118,5.394390615,5.299806315,5.536865391
Creb3l1,8.085578176,8.224247078,7.992433738,8.723436662,9.108021761,8.970082819
Lamc1,8.425525797,8.391586627,8.087799064,9.24399878,9.042070301,9.117342657
Dbt,8.340140749,8.057756276,7.887759009,8.910566532,8.854387912,9.017319116
Cblb,8.255214739,8.338594375,8.519837482,9.154748575,9.448794646,9.006404338
Sema4f,6.00281147,6.205421877,6.063769842,7.030673522,6.997766455,6.739572636
B4galt5,9.455936261,9.465736953,9.438127227,10.41128642,10.43202358,10.01227044
Akr1b8,4.746581244,4.355831085,4.197926513,5.287382644,5.331679495,5.176676775
Gm12264,6.810684281,6.848228468,6.845437058,7.433452113,7.99508843,7.569745515
Foxo3,7.330087079,7.282352299,7.140052847,8.126351731,8.247490745,7.868423221
Hdac8,6.392684016,6.378210954,6.469008087,7.522694382,7.263904761,6.940195477
Srpk2,7.758224089,7.628437801,7.953730574,8.759425197,8.539735708,8.528115125
Prss22,6.105699178,6.164368187,5.821343738,6.633453864,6.621146528,7.323021406
Dbi,6.45048158,6.022228761,5.946066588,6.988627171,6.95076154,6.964909661
Pik3c2b,6.885268216,6.797051731,6.995347274,7.87942171,7.896365237,7.386212367
Galnt10,6.128218618,6.201735548,6.503541029,7.09121251,7.044124578,7.180884726
Apol7d,3.893579652,3.700536387,3.683494667,4.517331767,4.675241951,4.566466601
2410004N09Rik,6.8401826,6.791789553,6.895316368,7.841126792,7.774359703,7.393081445
Slc4a2,6.90387693,7.264834107,6.89002977,8.008547218,7.896656869,7.633023885
Gk5,5.596390814,5.544107468,5.733589412,6.641896492,6.222815439,6.488625011
Tnfrsf14,6.689885617,6.553728535,6.478031213,7.407781056,7.34918727,7.442041524
Zfp804a,3.642832483,3.867065907,3.891786305,4.925803469,4.673180315,4.27775736
Gm20219,6.985746456,7.129733621,6.945146285,7.832294112,8.133677112,7.569055466
Zfp456,4.557231917,4.76290165,4.672032049,5.459172438,5.27366258,5.733714474
Rasa3,6.78146363,6.717274713,7.568607291,7.931397581,7.626501381,7.98355897
Nagpa,6.46240552,7.200520238,6.821638734,7.512827148,7.754006192,7.691657893
Capg,5.636803524,5.664875039,5.457895564,6.67568743,6.416031047,6.138888137
Mcfd2,5.978819943,6.052678958,6.094422598,7.163964649,6.62280993,6.807514629
Hebp1,5.082261852,4.774771017,5.035235978,5.952395381,5.521038006,5.886870935
Fam196b,5.12023757,4.724726221,4.964156703,5.462793021,5.651209726,6.163086344
H2-T10,5.575890166,5.660002592,6.100483473,6.541021177,6.372426243,6.890153795
Snapin,7.542435741,7.70851262,7.444856293,8.548733763,8.413097216,8.198519169
Traf2,6.98454071,7.286527514,7.311182683,8.155058553,7.911233316,7.978932375
Tmem51,6.850802723,6.936567196,6.867952007,7.629136857,7.754341831,7.732258478
Ifi27,9.008205673,9.051232193,8.865716065,9.66481625,9.981488835,9.735000434
Arhgap18,6.652059368,6.721170638,6.431958343,7.443881195,7.483684919,7.33312712
Fam13a,7.669086676,7.581500006,7.261875622,8.266555784,8.265642035,8.435695527
Igtp,6.737942044,7.141847427,6.812278608,7.594403395,7.694175339,7.856687921
Slc23a2,7.44351798,7.493991834,7.595647361,8.409929239,8.295255721,8.278356675
Icam4,5.357636273,5.332870441,5.202666024,6.447371515,5.973078412,5.922654102
Cd83,5.823796391,5.38114868,5.650296865,6.551603717,6.314190182,6.438288431
Psmb8,8.012428216,8.045936804,8.041847223,9.010156914,8.809196807,8.727965994
Gm20871,3.021486598,3.208110197,2.829916918,3.867909906,3.741032698,3.892891832
Zfp85os,3.875186382,3.719863805,4.175255167,4.596898324,4.923021812,4.689931496
Gdf15,5.756455543,5.303398879,5.839469766,6.679219506,6.260746839,6.397095096
Zfp943,2.482723488,2.974823706,3.04732542,3.487349859,3.753960219,3.700228899
Marveld1,7.940442669,8.246742538,7.980818446,9.001873351,8.836228293,8.762796797
Apool,6.702610017,6.553358317,6.756024917,7.607466625,7.339328128,7.496284727
Acbd4,5.634181312,5.804302062,5.748772675,6.764852098,6.407817281,6.444709019
9130230L23Rik,4.370957572,4.475849388,4.420721131,5.124287117,5.373787042,5.19868429
1110028F11Rik,4.506352957,4.154411152,4.321081626,5.294763117,5.453885592,4.661052917
Nfkbia,9.826178673,9.946299045,9.414617484,10.76328444,10.64835326,10.2028397
Oas1b,6.809815084,6.662659016,6.595810694,7.550445079,7.757721425,7.186126044
Cflar,6.900527154,7.074229047,6.797659947,7.631738394,7.731473222,7.83487848
Abhd17c,8.642956712,8.958524811,8.821717669,9.541331608,9.769791169,9.534414372
S100z,2.721388878,2.807902592,2.639388348,3.86962708,3.665361471,3.054774143
Tagap,5.93558549,6.186025592,5.810252967,7.07188849,6.603654122,6.676192217
Ripk3,5.093094054,4.76588527,4.94868732,5.767071606,5.598972346,5.859201005
Adam4,2.902360395,2.837658034,3.39685743,3.862581848,3.975719031,3.714552883
Fam46b,6.371345947,6.321275691,5.952737295,7.010660908,7.14264783,6.906694192
Itpr3os,5.078414542,5.54699907,5.463833841,6.311465576,5.972677272,6.213271513
Ccdc6,7.656478875,7.896509104,8.072732876,8.576215069,8.835429153,8.621264476
Gm4850,2.409522052,1.894057195,1.842547623,3.409692364,3.005596046,2.137428509
Mat2b,6.63057324,6.944252901,6.619960988,7.586216295,7.630098593,7.384532106
Pde4dip,6.119599604,6.075357385,6.132184948,6.812196202,7.065486539,6.85508068
Dnase1l1,6.808877577,6.841945293,6.204073845,7.490157131,7.398379369,7.371885343
Gpd2,7.19371938,7.178554301,7.555972609,8.108158585,8.050829793,8.1728334
Bach2,6.028161571,5.947163191,6.402346714,7.004315339,6.981132115,6.795705758
Entpd6,6.42151502,6.879093487,6.349445412,7.320053498,7.515300901,7.217769932
Daam1,7.920995994,7.967663754,7.758570762,8.830799375,8.637401995,8.580658559
Tmem88,6.799870403,6.914813318,6.831998767,7.975804661,7.538064991,7.434195166
Pgd,8.415106018,8.676471712,8.15375179,9.315043464,9.256753592,9.074328944
Gbp5,3.329545156,3.119854033,3.633700844,4.413859904,3.985171921,4.083817985
Zfp874a,4.88241297,5.153163518,4.591670431,5.969427889,5.363321678,5.69403126
Ptpn21,7.956107464,8.044155152,7.640663698,8.808455864,8.759582634,8.464231469
Slc22a5,6.708027891,6.800358046,6.769242691,7.561823064,7.50642883,7.597546934
Lama3,5.368235358,5.573933437,5.422939254,6.163485985,6.151639349,6.436012106
Tap2,6.633488584,6.987903391,6.779932698,7.711801783,7.567600347,7.506777924
Slc22a23,8.592673485,9.245489715,8.648806965,9.576023699,9.686736156,9.608903516
Kdsr,7.850013896,8.078480428,7.709935649,8.718427203,8.653653245,8.649717925
Gpr137b-ps,6.124808743,6.437285434,6.234091206,6.815274328,7.46196411,6.900543885
Evc2,5.57751375,5.699332933,5.829587584,6.519342339,6.572141521,6.395269745
Lrrc8c,8.528038179,8.937117928,9.006809387,9.517969998,9.523538829,9.810115618
Spats2l,5.978272876,5.968999368,6.164610441,6.790735124,6.88766965,6.81192758
Ssh1,7.055488158,7.402199132,7.209625706,8.048231137,8.043543175,7.950598355
A730098P11Rik,4.931891486,4.385586001,4.638854115,5.5933057,5.610231366,5.127029964
Aqp1,6.026455277,5.403953989,5.781698372,7.032435142,6.460205385,6.092909672
Ifnk,3.371716459,3.299816456,3.114290192,3.858885571,4.044599345,4.254530317
Nbeal2,6.73029715,7.315140595,6.83731104,7.785529254,7.960050792,7.508274903
Fndc7,4.475282256,4.611497241,4.674414329,5.570892285,5.341517908,5.217498341
Csad,6.590571685,7.100111193,6.766342402,7.642114814,7.858618844,7.324554309
Cyp4f39,5.429844827,5.529762064,5.398097474,6.373937165,6.137026978,6.214402643
Ubtd2,6.915515312,6.745213438,7.315455952,7.916457173,7.729933498,7.695740615
Ddb2,7.964726495,8.087663934,7.795186073,8.876153755,8.847130248,8.488253712
Slc25a43,5.38429544,5.768596066,5.246576595,6.548514927,6.168326952,6.046271759
Tmem79,6.862996842,6.793968903,6.418015655,7.413567299,7.593794866,7.431057852
Mxi1,7.873213635,8.004072708,8.040440873,8.644250522,8.883595262,8.752894734
Nkx2-1,9.628501675,9.489268628,9.841493772,10.4947056,10.52087278,10.30453861
Foxa3,6.153312356,6.195111217,6.196825204,7.133396476,6.917656102,6.85228429
Tnfrsf1b,7.503670007,7.767839763,7.301263723,8.429793562,8.342793642,8.152283206
Snap23,7.363041442,7.39995077,7.651864766,8.304206086,7.921910312,8.538595298
1700018G05Rik,5.09268541,5.391127418,5.321345847,6.29575397,5.7940366,6.061458119
Dmbt1,3.95332842,3.974630535,3.843778529,4.853043666,4.614370007,4.649541246
Plxnb1,9.522144626,9.676333215,9.333592397,10.35104752,10.39067437,10.13533214
Fam115c,5.146072308,5.390234022,5.12353781,5.789091936,6.338261069,5.877454963
Jag1,7.599843869,7.420252142,7.266182572,8.24639364,8.085527659,8.298074018
Kdelc2,4.839104262,5.414969192,5.545402433,6.164727508,5.992106038,5.98307032
Snord89,7.344443327,6.788658516,6.290744633,7.778108796,7.667586774,7.314755054
Arhgap27os2,5.293318866,5.146021201,4.89237031,5.585811086,6.168664462,5.913806615
Jade2,7.202490323,7.689046746,6.999138915,7.986665205,8.247694804,7.992137034
Acox2,4.95426448,4.58183973,4.787314608,5.722287356,5.216907038,5.719449664
Itch,8.334484773,8.29389804,8.097047637,9.124952838,8.984583415,8.947915877
Zfp810,6.568550965,6.38854012,6.403130508,7.357697342,7.056802968,7.2765215
Mbd1,8.307895792,8.373180029,8.091569868,9.086128557,9.082348362,8.930666025
Snord71,7.456712435,7.442041524,7.557197308,8.417284191,8.552101244,7.811945341
Rps28,10.09397588,10.19776627,10.01324873,10.93932253,11.01630879,10.67423425
Atf7,8.86264794,8.952181673,9.041619801,9.765207523,9.867506236,9.548318424
Gm9949,4.377040258,4.161148161,4.097862892,4.950063205,5.253339874,4.755781431
Gm7265,6.178072362,6.153747126,6.118073018,7.039355832,7.057141216,6.67650051
Plscr1,6.198619343,6.627527286,6.537640016,7.409579084,7.108310837,7.167248123
Eef1d,7.899012871,7.942459558,7.970676054,8.774336563,8.68905876,8.669440667
Luzp1,6.310038453,6.529676017,6.757013735,7.340365683,7.320148676,7.254712434
Gm10471,2.892843325,3.270387108,2.957067388,4.088376257,3.837467317,3.512609273
Spata17,3.422980628,3.814994287,3.219915831,4.381019201,4.084811546,4.309959397
1700024P16Rik,5.460543526,5.06150253,5.206202281,6.092504654,5.898707249,6.053918942
Nlrc5,5.699518305,5.645526329,5.911117137,6.711524537,6.52707945,6.33238707
Cpsf3,8.644953696,8.476101204,8.425453416,9.385960834,9.167568375,9.306501124
Rfx4,4.856589409,4.752647765,4.630078067,5.590224737,5.421318595,5.54045435
1810019D21Rik,6.999142846,7.067460125,6.718287353,7.574452547,8.00003189,7.520176245
Fgd4,5.873788192,5.77972646,5.422698383,6.566123211,6.445406632,6.373505405
Ermp1,7.717983439,8.146313868,7.885939819,8.665677601,8.484822236,8.908229712
Gm20871,3.057040129,3.242102366,2.815671026,3.84901482,3.679189369,3.892891832
Tmem150a,6.406440918,6.107975762,6.597799533,7.070706986,7.121833436,7.224797709
Sipa1,7.001836155,7.186850342,7.253996965,7.862374257,7.888395199,7.994393999
Map3k1,8.319424953,8.366461467,8.455185236,9.132765079,9.158726428,9.150120743
Vmn2r95,4.231366143,4.193509311,3.915678674,4.77480542,5.246219924,4.619552702
Dab2ip,6.417376066,6.731959434,6.726435026,7.278760908,7.54216996,7.353831557
Rbbp9,6.620498049,6.863730168,6.817138748,7.659390073,7.238743319,7.700226214
Hpn,6.361010482,5.893327914,6.138297406,6.812455703,6.946496044,6.929924932
Scn1b,6.178618454,6.301321255,6.140492716,7.10710599,6.862007142,6.946421915
Calu,8.097959167,7.790652568,8.220358323,8.81152131,8.810119315,8.778098882
Ikbke,6.492137541,6.511346377,6.262393984,7.394213568,7.143705037,7.017059297
Tln1,8.010592908,8.259627707,8.14692198,8.838564453,8.897732672,8.96910603
Gm9199,5.824282703,5.702535125,5.660571357,6.486429924,6.461413,6.527793757
Renbp,6.107603986,6.247310838,5.834984938,6.846038522,6.921703571,6.710133636
Pdlim3,5.24342344,4.925803469,5.22099868,5.842758875,5.588271908,6.244078569
Pllp,6.080909549,5.612886018,5.898056127,6.566446204,6.744959253,6.563205012
Tcp11l2,6.384446945,6.386325107,6.265832951,6.960485662,7.050487916,7.306406762
Pmm1,7.115721239,7.258338619,7.311258287,8.057433757,8.185115898,7.72181716
Hrh2,5.360039337,5.212811366,5.646881397,6.358535928,6.17626165,5.96348199
Aifm1,6.852769984,6.806550407,6.90968862,7.667935142,7.572671126,7.60598438
Cypt15,2.280381807,1.916198555,1.810032447,2.966502846,2.387973398,2.928853909
Mapkbp1,7.493534837,7.676520774,7.544811372,8.296025663,8.394476545,8.300417953
Gpr157,5.718300757,5.899824822,6.075490017,6.793461951,6.610893665,6.563460472
Stap2,8.160601333,8.559095436,7.980519693,9.12134827,9.12254788,8.730446245
Micall2,6.72179418,6.586780701,6.425611747,7.350325305,7.417705099,7.239766532
Pgm2,7.472684288,7.503166213,7.574901069,8.289093935,8.270200485,8.264660104
Gucy1a2,6.321095099,7.011527753,6.919617333,7.508597255,7.587013978,7.42937108
Isyna1,9.042954449,9.202592072,9.171193602,9.655008738,9.992392752,10.03506064
Fmo5,5.515863931,5.547188271,5.52047871,6.370099986,6.302516986,6.176118068
Nr2f2,5.993426482,6.530369757,7.223642288,7.217006267,7.265543072,7.530078295
Cux1,6.244131967,6.234414762,6.333418677,6.937717151,7.104706082,7.032045832
B230104I21Rik,4.329151294,4.462626691,4.420377111,4.928751144,5.357352678,5.188354001
Myo5b,8.265455906,8.294427594,7.793844309,8.983898642,8.849457072,8.782051621
Bsg,11.70873471,11.87009763,11.72002413,12.44076625,12.52825091,12.59114949
Arhgap42,3.152299782,3.577623967,3.501085612,4.151298302,4.316563202,4.023156977
4930415O20Rik,4.259335559,4.043362792,3.836717949,4.746968936,4.838713988,4.811981562
Crlf3,6.399103544,6.451032505,6.648138879,7.297124137,7.34303758,7.114262553
Gde1,8.555920469,8.81395235,8.502593004,9.383033115,9.408617611,9.334668952
Dnajc3,8.79458904,9.051481654,8.858446218,9.660645248,9.571708317,9.724643391
1190002N15Rik,8.659076203,8.566547899,8.389453129,9.243760604,9.196155667,9.425817207
0610009E02Rik,5.153435007,4.848309129,5.173896032,5.793396289,5.95039672,5.682424787
Pros1,5.859248715,6.364973746,5.967645778,6.807335038,6.576394208,7.056942479
Lrat,4.68713629,4.636732615,4.514988543,5.172829955,5.560624378,5.354023848
Fap,4.591154568,4.304108803,4.8115532,5.159138006,5.433580539,5.355520845
Dmd,5.102260544,4.844826309,5.039956293,5.78094261,5.870820773,5.572542312
Gm15270,4.138219743,3.646337511,4.056095936,4.884653271,4.762617705,4.42938832
Mettl7a3,7.313416037,7.085329643,6.546992239,7.588355898,7.845529664,7.747071764
Aldh3a2,8.095401484,7.960217178,7.895134117,8.805263823,8.719552315,8.658056932
Lgals9,9.384940886,9.33260399,9.216867416,10.08121792,9.955009204,10.12951819
Ccnjl,4.508181825,4.548855772,4.532561933,5.289277422,5.428030042,5.102583815
Ier5,8.342081,7.80966059,7.520149869,8.78458024,8.638992741,8.478084854
Raf1,9.055366103,9.135345935,9.188696833,9.653551793,10.09071293,9.864082498
Baiap2,9.375179284,9.566724164,9.090193337,10.17425151,10.19114798,9.895472873
Apoa1bp,9.758646635,9.891597545,9.609293708,10.57921366,10.40467234,10.50257775
Zbtb37,6.272135191,6.44827071,6.787836474,7.513251998,7.106206795,7.115564888
Card10,6.433707741,6.54625575,6.335706181,7.112810709,7.557767553,6.87106498
6330416G13Rik,6.125758223,6.241852911,5.928584459,6.798506354,6.812752217,6.910482939
AI464131,5.482996249,5.382703197,5.346783956,6.026186093,6.364419214,6.0469223
AI464131,5.482996249,5.382703197,5.346783956,6.026186093,6.364419214,6.0469223
Six5,5.857059723,6.348751093,6.447047236,6.869680485,7.024848734,6.980285063
Tram2,5.954962916,6.188962907,6.007936164,6.987905043,6.783825864,6.601096823
Sh3rf3,4.892157782,4.808162275,5.299887069,5.677057,5.862733046,5.680065888
Erbb2ip,9.910897616,9.815424473,9.965492042,10.69022976,10.6066734,10.61084242
Dnase1l2,5.49671876,5.545648721,5.663575702,6.179341163,6.635580199,6.105778316
Ppox,7.365029066,7.681920301,7.673368431,8.227414673,8.52653415,8.180753622
Spg20,6.220651342,6.323790724,6.029848168,6.942070681,6.871378579,6.971513195
Orm2,3.990955625,4.31886677,4.265145393,4.704731687,5.078691595,5.001390437
Akap13,7.34563985,7.483255722,7.287882807,8.183491707,8.184407266,7.958057587
2010016I18Rik,5.254483589,5.138833703,5.390312101,5.886900347,6.03278522,6.073108117
Traf3ip2,7.555715572,7.707452365,7.246851829,8.329782182,8.233796922,8.151550544
Thap3,6.051507456,6.132867102,5.781051742,6.915624109,6.692082445,6.562203393
Pkp2,8.600371111,8.517849229,7.996903585,9.21803931,9.033995395,9.067480446
Wdsub1,6.249938756,6.275109155,5.898473575,6.961839709,6.910987468,6.751918579
Ly6g6e,5.985461657,6.139853159,5.875253762,6.778799443,6.881913963,6.541057887
Garnl3,6.08912096,5.830464874,6.149194077,7.0245173,6.77865846,6.465825521
Reep6,10.08851863,10.41608577,10.07832057,10.77217893,10.8712844,11.13835789
Vmn2r114,1.87267947,2.284878639,2.106749129,2.471395477,3.061240959,2.929663172
