p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.48017091275e-10	1.88968486527e-08	GO:0051649	b	3	establishment of localization in cell	403; 665; 781; 805; 811; 1113; 1329; 1522; 1644; 1977; 1984; 2280; 2664; 3312; 3799; 3921; 4131; 4504; 801; 4946; 5621; 5813; 5862; 5864; 5865; 5870; 5901; 6141; 6171; 6230; 6432; 6447; 6616; 6622; 6634; 6726; 6727; 6844; 6855; 7095; 7307; 7314; 7316; 7320; 7323; 7345; 7846; 8417; 8766; 8775; 51124; 9045; 9049; 9066; 9324; 9378; 9789; 10124; 10671; 10814; 10952; 10959; 10971; 10972; 11142; 11168; 11258; 11316; 11337; 51079; 340146; 55081; 122553; 222068; 83658; 51693; 415116; 27445; 140735; 140823; 25874; 3170	TRAPPC2L; YWHAQ; HMGN3; COX5B; DYNLL2; TMED10; CHGA; ARL3; HSPA8; RAB6A; SRP9; DDC; ROMO1; NRXN1; DCTN3; SYT7; DCTN6; RPL41; EIF5A; SRSF7; CACNA2D1; CALM2; SPCS2; CALM1; RAN; MT3; TUBA1A; UBC; PRNP; TRAPPC6B; IER3IP1; GABARAP; RAB11A; FOXA2; PCLO; NAPA; SRP14; CPLX2; ARL4A; SCG5; SEC62; AIP; PKIG; MAP1B; RPS25; BNIP3L; PIM3; IFT57; COPE; NDUFA13; SNCA; SEC61B; MPC2; UBE2D3; RPL14; SLC35D3; CTSZ; TMED4; RAB3B; RAB3A; EIF4E; PSIP1; GDI1; RPL18; TMED2; SNAP25; VAMP2; SNRPD3; DYNLRB1; RPSA; RAB2A; KIF5B; UBE2B; STX7; OAZ1; U2AF1; PURA; SYP; UBB; FKBP1A; UCHL1; CALR	2203	2200
2.57535230328e-10	2.46589983039e-08	GO:0046907	b	3	intracellular transport	403; 665; 805; 811; 1113; 1329; 1522; 1977; 1984; 2664; 3312; 3799; 3921; 4131; 4504; 801; 4946; 5621; 5813; 5862; 5864; 5865; 5870; 5901; 6141; 6171; 6230; 6432; 6447; 6616; 6622; 6634; 6726; 6727; 6844; 6855; 7095; 7307; 7314; 7316; 7323; 7345; 7846; 8417; 8766; 8775; 51124; 9045; 9049; 9066; 9789; 10124; 10671; 10814; 10952; 10959; 10972; 11142; 11168; 11258; 11316; 11337; 51079; 340146; 55081; 122553; 222068; 83658; 51693; 27445; 140735; 140823	TRAPPC2L; CPLX2; COX5B; DYNLL2; TMED10; CHGA; ARL3; HSPA8; RAB6A; SRP9; RAB2A; ROMO1; DCTN3; SYT7; DCTN6; RPL41; EIF5A; SRSF7; TMED4; CALM2; SPCS2; CALM1; RAN; MT3; TUBA1A; PRNP; TRAPPC6B; IER3IP1; GABARAP; RAB11A; PCLO; NAPA; SRP14; ARL4A; SCG5; SEC62; AIP; MAP1B; RPS25; BNIP3L; IFT57; COPE; NDUFA13; UBC; SEC61B; UBE2D3; RPL14; SLC35D3; CTSZ; RAB3B; RAB3A; EIF4E; PSIP1; GDI1; RPL18; TMED2; SNAP25; VAMP2; SNRPD3; DYNLRB1; RPSA; KIF5B; PKIG; STX7; OAZ1; U2AF1; PURA; SYP; UBB; SNCA; UCHL1; CALR	1834	1831
4.71236657366e-10	6.68213580145e-08	GO:0071705	b	4	nitrogen compound transport	291; 383; 526; 529; 533; 537; 665; 811; 1113; 1363; 1644; 1977; 1984; 2664; 2987; 3301; 3312; 3382; 3799; 3875; 3921; 4504; 4946; 5621; 5660; 5813; 5862; 5864; 5865; 5870; 5901; 5950; 6141; 6171; 6230; 6432; 6447; 6616; 6622; 6659; 6726; 6727; 6844; 6992; 7095; 7307; 7314; 7316; 7323; 7494; 7857; 8417; 8766; 8775; 9045; 9049; 9066; 9114; 9296; 9324; 9550; 9789; 10124; 10952; 10959; 10972; 11142; 11316; 11337; 11345; 51079; 340146; 84275; 375704; 222068; 51382; 415116; 54997; 155066; 27445; 140823; 25874; 92745; 3170	ATP6V1D; ATP6V1F; HMGN3; SPCS2; TMED10; CHGA; SCG5; HSPA8; SCG2; CPE; SRP9; UBE2D3; DDC; ROMO1; NDUFA13; SLC25A33; MPC2; SYT7; SEC61B; RPL41; EIF5A; SRSF7; TMED4; TMED2; GABARAPL2; RAN; MT3; UBC; ATP6AP1; ICA1; PRNP; RAB11A; FOXA2; PCLO; SOX4; NAPA; SRP14; ATP6V1B2; XBP1; ENHO; SEC62; ATP6V0B; RPS25; BNIP3L; ATP6V1G1; COPE; RPL14; GABARAP; U2AF1; SLC25A4; RAB6A; SLC35D3; VAMP2; GUK1; RAB3B; RAB3A; EIF4E; PIM3; GDI1; RPL18; ATP6V0D1; SNAP25; DNAJA1; SLC38A5; RPSA; RAB2A; ARG1; CALR; PKIG; ATP6V1E1; STX7; OAZ1; PPP1R11; PURA; TESC; PSAP; UBB; SNCA; AIP; RBP4; ATP6V0E2; ARL4A; KIF5B; KRT18	2339	2334
8.34637426831e-10	3.83933216342e-08	GO:0033036	b	2	macromolecule localization	291; 403; 526; 529; 533; 537; 665; 805; 811; 975; 1113; 1363; 1977; 1984; 2280; 2664; 2987; 3190; 3301; 3309; 3312; 3326; 3382; 3400; 3799; 3875; 3921; 4504; 4738; 801; 4946; 5300; 5621; 5660; 5813; 5862; 5864; 5865; 5870; 5901; 5950; 6141; 6171; 6230; 6432; 6447; 6616; 6659; 6726; 6727; 6844; 6992; 7095; 7307; 7314; 7316; 7323; 7341; 7494; 7857; 8417; 8766; 8775; 9045; 9049; 9066; 9114; 9168; 9296; 9324; 9378; 9528; 9550; 9789; 10049; 10124; 10574; 10952; 10959; 10971; 10972; 11142; 11156; 11316; 11337; 11345; 51079; 340146; 375704; 222068; 51382; 415116; 54997; 155066; 27445; 140823; 25874; 27020; 29106; 3170	MPC2; HSPA5; SUMO1; SCG5; HSPA8; SCG3; SCG2; SRP9; TMED10; CALM2; CALM1; RAN; ATP6AP1; GABARAP; HSP90AB1; PTP4A3; TMEM59; ATP6V0D1; CPE; RPL14; GUK1; RPL18; SNAP25; DNAJA1; KIF5B; PKIG; NRXN1; SYT7; FOXA2; UBB; UBC; ENHO; ATP6V1D; ATP6V1F; HMGN3; UBE2D3; SEC62; EIF5A; SRSF7; U2AF1; CCT7; RAB11A; PCLO; SRP14; ROMO1; FKBP1A; PPP1R11; EIF4E; GDI1; PSAP; ATP6V1G1; KRT18; PRNP; TMSB10; RPL41; NEDD8; TMED4; TMED2; CD81; DNAJB6; HNRNPK; ATP6V0B; RPS25; BNIP3L; NAPA; NDUFA13; RAB6A; RPSA; ID4; ATP6V1E1; STX7; SLC35D3; SPCS2; CHGA; ARL3; AIP; RAB2A; PIN1; TESC; SOX4; XBP1; NPTN; GABARAPL2; MT3; YWHAQ; ICA1; ATP6V1B2; ARL4A; PIM3; COPE; RAB3B; RAB3A; SLC25A4; SEC61B; VAMP2; CALR; OAZ1; PURA; RBP4; ATP6V0E2	3041	3036
2.3987707318e-09	2.83454741474e-07	GO:0034613	b	4	cellular protein localization	403; 665; 801; 805; 811; 975; 1113; 1363; 1977; 1984; 2664; 3301; 3309; 3312; 3326; 3400; 3799; 3875; 3921; 4504; 4946; 5300; 5621; 5813; 5862; 5864; 5865; 5870; 5901; 6141; 6171; 6230; 6432; 6447; 6616; 6726; 6727; 6844; 7095; 7307; 7314; 7316; 7323; 7341; 8417; 8766; 8775; 9045; 9049; 9168; 9378; 9528; 9789; 10049; 10124; 10574; 10952; 10959; 10971; 10972; 11142; 11337; 51079; 340146; 222068; 51382; 54997; 140823; 27020; 29106	CALR; HSPA5; ATP6V1D; SUMO1; CHGA; ARL3; HSPA8; SCG3; CPE; SRP9; CCT7; UBE2D3; RAB2A; TMSB10; NRXN1; PIN1; TESC; SEC61B; RPL41; EIF5A; RAB11A; SRSF7; TMED4; CALM2; SPCS2; CALM1; CD81; MT3; YWHAQ; PRNP; DNAJB6; GABARAP; HSP90AB1; NAPA; SRP14; ARL4A; SCG5; SEC62; RPS25; BNIP3L; ROMO1; NDUFA13; U2AF1; RAB6A; RPL14; SLC35D3; VAMP2; RAB3B; RAB3A; EIF4E; NPTN; GDI1; RPL18; TMED2; SNAP25; DNAJA1; TMED10; RPSA; ID4; PKIG; STX7; OAZ1; RAN; PURA; UBB; UBC; AIP; TMEM59; KIF5B; KRT18	1851	1848
3.0767043257e-09	2.35675551349e-07	GO:0070727	b	3	cellular macromolecule localization	403; 665; 805; 811; 975; 1113; 1363; 1977; 1984; 2664; 3301; 3309; 3312; 3326; 3400; 3799; 3875; 3921; 4504; 801; 4946; 5300; 5621; 5813; 5862; 5864; 5865; 5870; 5901; 6141; 6171; 6230; 6432; 6447; 6616; 6726; 6727; 6844; 7095; 7307; 7314; 7316; 7323; 7341; 8417; 8766; 8775; 9045; 9049; 9168; 9378; 9528; 9789; 10049; 10124; 10574; 10952; 10959; 10971; 10972; 11142; 11337; 51079; 340146; 222068; 51382; 54997; 140823; 27020; 29106	CALR; HSPA5; ATP6V1D; SUMO1; CHGA; ARL3; HSPA8; SCG3; CPE; SRP9; CCT7; UBE2D3; RAB2A; TMSB10; NRXN1; PIN1; TESC; SEC61B; RPL41; EIF5A; RAB11A; SRSF7; TMED4; CALM2; SPCS2; CALM1; CD81; MT3; YWHAQ; PRNP; DNAJB6; GABARAP; HSP90AB1; NAPA; SRP14; ARL4A; SCG5; SEC62; RPS25; BNIP3L; ROMO1; NDUFA13; U2AF1; RAB6A; RPL14; SLC35D3; VAMP2; RAB3B; RAB3A; EIF4E; NPTN; GDI1; RPL18; TMED2; SNAP25; DNAJA1; TMED10; RPSA; ID4; PKIG; STX7; OAZ1; RAN; PURA; UBB; UBC; AIP; TMEM59; KIF5B; KRT18	1862	1859
3.79390642937e-09	2.42177693742e-07	GO:0006091	b	3	generation of precursor metabolites and energy	226; 230; 291; 669; 862; 1327; 1329; 1337; 1345; 1347; 1351; 2023; 2778; 4190; 4191; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 5499; 5860; 6622; 10975; 51218; 84275; 55847	SLC25A33; NDUFB9; NDUFB8; NDUFB7; UQCR11; NDUFB4; RUNX1T1; MDH2; MDH1; COX7A2; NDUFV3; COX5B; BPGM; MT3; COX8A; GLRX5; COX6C; NDUFA6; NDUFA7; CISD1; QDPR; SLC25A4; ENO1; COX4I1; ALDOA; ALDOC; COX6A1; GNAS; PPP1CA; SNCA	475	475
5.50538924123e-09	5.57617281719e-07	GO:0010243	b	4	response to organonitrogen compound	333; 383; 526; 529; 533; 537; 781; 801; 805; 928; 975; 1036; 1072; 1644; 1938; 429; 2771; 468; 3309; 3488; 3727; 3746; 4189; 4830; 5037; 5573; 5621; 5860; 6048; 6622; 6844; 7494; 9114; 9296; 9455; 9550; 10273; 10952; 10972; 84275; 375704; 51382; 84557; 155066; 29978	ATP6V1D; ATP6V1F; KCNC1; HSPA5; TMED10; PRNP; CDO1; SLC25A33; APLP1; GNAI2; CD9; XBP1; PEBP1; DNAJB9; CALM2; CALM1; CD81; ATP6AP1; MAP1LC3A; ATP6V1B2; HOMER2; ATP6V0B; QDPR; ASCL1; JUND; PRKAR1A; CFL1; IGFBP5; DDC; CACNA2D1; SEC61B; ATP6V0D1; VAMP2; NME1; ARG1; ENHO; ATP6V1E1; STUB1; UBQLN2; ATP6V1G1; SNCA; ATF4; ATP6V0E2; RNF5; EEF2	961	957
6.97695433987e-09	2.40704924725e-07	GO:0009719	b	2	response to endogenous stimulus	333; 383; 526; 529; 533; 537; 781; 796; 805; 811; 928; 975; 1036; 1644; 1655; 1915; 1938; 1977; 2274; 2288; 429; 2771; 468; 3301; 3309; 3326; 3488; 3727; 3746; 4062; 4504; 4803; 801; 4830; 5037; 5228; 5300; 5435; 5436; 5573; 5621; 5860; 5901; 6622; 6638; 6692; 6844; 7077; 7314; 7316; 7323; 7494; 9114; 9296; 9550; 10140; 10273; 10563; 84275; 375704; 51382; 155066; 27020	ATP6V1D; NGF; ATP6V1F; KCNC1; HSPA5; RAN; EEF1A1; IGFBP5; CDO1; FKBP4; DDC; SLC25A33; APLP1; PIN1; GNAI2; CD9; TIMP2; PGF; HSP90AB1; SPINT1; CALM2; CALM1; CD81; MT3; UBC; ATP6AP1; PRNP; FHL2; LY6H; ATP6V1B2; XBP1; VAMP2; ATP6V0B; ATP6V1G1; PEBP1; QDPR; ASCL1; JUND; POLR2G; POLR2F; SNRPN; PRKAR1A; ATF4; EIF4E; TOB1; CXCL13; CACNA2D1; ATP6V0D1; NPTN; DNAJA1; NME1; STUB1; ARG1; CALR; ATP6V1E1; DDX5; UBE2D3; UBB; SNCA; CALCA; ATP6V0E2; ENHO; EEF2	1625	1622
7.66589175733e-09	6.79389656994e-07	GO:0046903	b	4	secretion	87; 226; 230; 291; 383; 537; 801; 805; 928; 1036; 1113; 1312; 1363; 1471; 1522; 1727; 1915; 1938; 2771; 2778; 3312; 3326; 3382; 3799; 4830; 5270; 5660; 5864; 5865; 5870; 5950; 6447; 6616; 6622; 6659; 6727; 6844; 6855; 6992; 7077; 7163; 7276; 7450; 7494; 7857; 7873; 8766; 8775; 9066; 9324; 9378; 10092; 10814; 10972; 89777; 84418; 375704; 51382; 415116; 27445; 25874; 29106; 3170	ATP6V1D; CYB5R3; TIMP2; EEF1A1; SCG5; HSPA8; SCG2; CPE; HMGN3; MPC2; GNAI2; CD9; SERPINE2; XBP1; RAB11A; CALM2; CALM1; TPD52; TTR; ATP6AP1; ICA1; HSP90AB1; FOXA2; PCLO; SOX4; MANF; CHGA; CPLX2; CST3; TMED10; PIM3; SERPINB12; NAPA; SCG3; SRP14; COMT; ARPC5; CDO1; RAB6A; CTSZ; RBP4; RAB3B; RAB3A; ALDOA; CYSTM1; ALDOC; SLC25A4; SNAP25; ACTN1; VAMP2; NME1; GNAS; ARG1; KIF5B; PSAP; NRXN1; SYT7; PPP1R11; SYP; SNCA; VWF; ENHO; EEF2	1630	1626
8.07310905314e-09	4.41714395336e-07	GO:0010033	b	3	response to organic substance	333; 383; 526; 529; 533; 537; 781; 796; 805; 811; 928; 975; 1036; 1072; 1312; 1644; 1655; 1915; 1938; 1974; 1977; 2274; 2288; 429; 2643; 2771; 468; 3301; 3309; 3312; 3326; 3488; 3727; 3746; 3799; 3856; 3875; 4062; 4189; 4212; 4504; 4738; 4803; 801; 4830; 5037; 5228; 5300; 5435; 5436; 5573; 5621; 5660; 5860; 5901; 5950; 6048; 6432; 6622; 6638; 6659; 6692; 6844; 6855; 7001; 7077; 7314; 7316; 7323; 7341; 7494; 7873; 9049; 9114; 9296; 9324; 9455; 9550; 9987; 10140; 10273; 10563; 10654; 10952; 10972; 11156; 51079; 84275; 375704; 51330; 51382; 84557; 415116; 54997; 22824; 155066; 25874; 27020; 3170; 29978	MPC2; TIMP2; HSPA5; SUMO1; HSPA8; CDO1; FKBP4; APLP1; TMED10; PEBP1; SPINT1; CALM2; CALM1; RAN; ATP6AP1; HSP90AB1; PTP4A3; NDUFA13; ATP6V0D1; RBP4; CXCL13; CACNA2D1; NME1; DNAJA1; HNRNPDL; KIF5B; DDX5; SYP; UBB; UBC; RNF5; ATP6V1D; NGF; ATP6V1F; HMGN3; UBE2D3; SLC25A33; TNFRSF12A; SRSF7; MEIS2; FOXA2; MAP1LC3A; HSPA4L; POLR2G; POLR2F; IGFBP5; DDC; ARG1; GCH1; PSAP; STUB1; ATP6V1G1; SNCA; KRT18; PRNP; EIF4E; KRT8; GNAI2; CD9; NEDD8; DNAJB9; CD81; FHL2; ATP6V0B; MANF; QDPR; ASCL1; COMT; LY6H; PRKAR1A; ENHO; ATP6V1E1; KCNC1; EEF1A1; PRDX2; PIN1; SOX4; XBP1; PGF; TOB1; UBQLN2; MT3; ATP6V1B2; HOMER2; PIM3; JUND; SNRPN; CFL1; CALCA; NPTN; SEC61B; VAMP2; CALR; PMVK; TESC; AIP; ATF4; ATP6V0E2; EIF4A2; EEF2	3173	3166
8.90953816474e-09	7.01873617644e-07	GO:0009894	b	4	regulation of catabolic process	526; 529; 533; 665; 975; 1153; 1452; 1471; 1915; 1977; 3312; 3326; 4504; 4946; 5270; 5300; 5436; 5499; 5660; 6009; 6048; 6622; 7077; 7314; 7316; 7341; 7345; 7416; 7494; 9114; 9528; 9550; 10140; 10273; 11345; 51079; 79016; 89777; 51382; 60673; 155066; 29978; 26135	ATP6V1D; TIMP2; SUMO1; CIRBP; HSPA8; PIN1; VDAC1; SERPINE2; XBP1; TOB1; GABARAPL2; CD81; MT3; HSP90AB1; ATG101; EEF1A1; CST3; ATP6V1B2; ATP6V0B; SERPINB12; BNIP3L; ATP6V1G1; NDUFA13; UBC; POLR2G; EIF4E; UCHL1; ATP6V0D1; RHEB; CSNK1A1; PPP1CA; ATP6V1E1; OAZ1; STUB1; UBQLN2; PSAP; UBB; SNCA; TMEM59; ATP6V0E2; RNF5; DDA1; SERBP1	906	904
1.04135231731e-08	4.98547421913e-07	GO:1901698	b	3	response to nitrogen compound	333; 383; 526; 529; 533; 537; 781; 805; 928; 975; 1036; 1072; 1644; 1938; 429; 2771; 468; 3309; 3488; 3727; 3746; 4062; 4189; 4504; 801; 4830; 5037; 5573; 5621; 5860; 6048; 6622; 6844; 7494; 9114; 9296; 9455; 9550; 10273; 10952; 10972; 84275; 375704; 51382; 84557; 155066; 29978	ATP6V1D; ATP6V1F; KCNC1; HSPA5; TMED10; PRNP; CDO1; SLC25A33; APLP1; GNAI2; CD9; XBP1; PEBP1; DNAJB9; CACNA2D1; CALM2; CALM1; CD81; MT3; ATP6AP1; MAP1LC3A; ATP6V1B2; HOMER2; ATP6V0B; QDPR; ASCL1; JUND; PRKAR1A; CFL1; IGFBP5; DDC; LY6H; SEC61B; ATP6V0D1; VAMP2; NME1; ARG1; ENHO; ATP6V1E1; STUB1; UBQLN2; ATP6V1G1; SNCA; ATF4; ATP6V0E2; RNF5; EEF2	1051	1047
1.12446467311e-08	3.10352249779e-07	GO:0032940	b	2	secretion by cell	87; 226; 230; 291; 383; 537; 805; 928; 1113; 1363; 1471; 1522; 1727; 1915; 1938; 2771; 2778; 3312; 3326; 3382; 3799; 801; 5270; 5660; 5864; 5865; 5870; 5950; 6447; 6616; 6622; 6659; 6727; 6844; 6855; 6992; 7077; 7276; 7450; 7494; 7857; 7873; 8766; 8775; 9066; 9324; 9378; 10092; 10814; 10972; 89777; 375704; 51382; 415116; 27445; 25874; 84418; 29106; 3170	ATP6V1D; CYB5R3; TIMP2; EEF1A1; SCG5; HSPA8; SCG2; CPE; HMGN3; MPC2; GNAI2; CD9; SERPINE2; XBP1; RAB11A; CALM2; CALM1; CPLX2; TTR; ATP6AP1; ICA1; HSP90AB1; FOXA2; PCLO; SOX4; MANF; CHGA; CST3; TMED10; PIM3; SERPINB12; NAPA; SCG3; SRP14; ARPC5; SLC25A4; RAB6A; CTSZ; RBP4; RAB3B; RAB3A; ALDOA; CYSTM1; ALDOC; SNAP25; ACTN1; VAMP2; GNAS; ARG1; KIF5B; PSAP; NRXN1; SYT7; PPP1R11; SYP; SNCA; VWF; ENHO; EEF2	1493	1489
2.69739103608e-08	1.91245024458e-06	GO:0009892	b	4	negative regulation of metabolic process	796; 801; 805; 811; 862; 1153; 1312; 1471; 1522; 1655; 1974; 1977; 2023; 2274; 2280; 429; 2771; 468; 3001; 3190; 3281; 3301; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4043; 4212; 4504; 4803; 4830; 5037; 5270; 5300; 5435; 5436; 5570; 5573; 5621; 5813; 5901; 6009; 6048; 6141; 6171; 6230; 6432; 6622; 6659; 6692; 6726; 6992; 7001; 7077; 7314; 7316; 7320; 7323; 7341; 7345; 7416; 7555; 9045; 9528; 56271; 22980; 10049; 10140; 10439; 10971; 11007; 11142; 11345; 51079; 78986; 89777; 50859; 84681; 54997; 55450; 55502; 23741; 25824; 100134934; 3170; 29978; 26135; 64207	TIMP2; SUMO1; HSPA8; SRP9; DUSP26; PEBP1; SPINT1; CALM2; CALM1; RAN; PRNP; HSP90AB1; TMEM59; IRF2BPL; RPL14; CTSZ; FKBP1A; RPL18; DNAJA1; NME1; PKIG; SERBP1; PKIB; DDX5; FOXA2; UBB; UBC; RNF5; NGF; CELF4; UBE2D3; TEN1; SERPINE2; HSBP1; SRSF7; MEIS2; HINT2; SERPINB12; PPP1R11; POLR2G; POLR2F; IGFBP5; EIF4E; GZMA; UBE2B; INSM1; SPOCK3; HES6; EIF4A2; LRPAP1; CIRBP; CNBP; OLFM1; VDAC1; GNAI2; RPL41; DNAJB6; FHL2; HNRNPK; TCF25; RPS25; NDUFA13; COMT; PRDX2; ENO1; PRKAR1A; CST3; UCHL1; RPSA; ID4; RHEB; CCDC85B; PRDX5; EID1; JUND; RUNX1T1; PIN1; SOX4; TOB1; GABARAPL2; UBQLN2; MT3; ASCL1; YWHAQ; BEX4; SNCA; ATF4; CALR; TESC; PURA; CALCA; CAMK2N1	2890	2887
2.84738057695e-08	6.54897532699e-07	GO:0044237	b	2	cellular metabolic process	87; 98; 226; 230; 291; 383; 526; 529; 533; 537; 665; 669; 796; 805; 811; 862; 928; 975; 1036; 1072; 1114; 1152; 1153; 1312; 1327; 1329; 1337; 1345; 1347; 1351; 1363; 1452; 1471; 1522; 1644; 1655; 1727; 1915; 1938; 1974; 1977; 1984; 1996; 2023; 2222; 2224; 2274; 2280; 2286; 2288; 429; 2643; 2762; 2771; 2778; 468; 2949; 2987; 3001; 3029; 3190; 3215; 3281; 3301; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4043; 4072; 4189; 4190; 4191; 4212; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4738; 4803; 801; 4830; 4946; 5037; 5094; 5122; 5228; 5270; 5300; 5435; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5757; 5813; 5860; 5862; 5864; 5865; 5870; 5876; 5901; 5950; 6009; 6048; 6100; 6141; 6166; 6171; 6185; 6230; 6307; 55859; 6432; 6447; 6616; 6622; 6634; 6638; 6659; 6692; 6726; 6820; 6992; 7001; 7077; 7267; 7276; 7307; 7314; 7316; 7320; 7323; 7341; 7345; 7378; 7416; 7494; 7555; 7857; 8395; 8721; 8766; 9045; 9049; 9114; 9324; 9528; 9550; 9789; 22980; 10049; 10140; 10209; 10273; 10289; 10573; 10574; 10654; 10797; 10912; 10952; 10971; 10972; 10975; 11007; 11142; 11156; 11168; 11332; 11337; 11345; 57117; 51079; 51142; 51218; 89777; 55081; 51372; 78986; 79016; 51734; 84275; 29937; 55052; 7991; 50859; 8562; 51382; 56271; 51529; 84337; 84557; 84681; 60673; 85437; 51573; 415116; 54997; 55272; 55450; 55502; 55847; 23524; 23741; 23764; 23787; 155066; 84572; 56895; 9524; 57515; 123099; 90701; 140735; 140823; 25824; 25874; 25994; 27020; 92737; 27335; 100134934; 29106; 3170; 29906; 29978; 26135; 64207; 163732	RPN2; MPC2; TIMP2; HSPA5; CKB; NDUFB7; GLRX5; SCG5; HSPA8; SCG3; CDO1; SRP9; CCT7; FKBP4; FKBP2; DUSP26; TMED10; PEBP1; SPINT1; CALM2; NDUFB9; CALM1; RAN; RPL18; NDUFB8; ATP6AP1; PRNP; HSP90AB1; SUMO1; EID1; COX8A; TMEM59; ATP6V0D1; IMP3; HMGN3; NDUFB4; IFT57; SNAP25; MSRB1; MTCH1; IRF2BPL; CPE; RPL14; CTSZ; GUK1; CCDC85B; ACOT7; NPTN; COX6A1; UQCR11; FDPS; DNAJA1; SNRPD3; NME1; ACYP2; CNBP; PKIG; SERBP1; UPP1; PKIB; DDX5; FOXA2; UBB; FKBP1A; RNF5; ELAVL4; ATP6V1D; NGF; CYB5R3; MRPL20; CELF4; SERINC1; RAB6A; CISD1; SLC25A33; TEN1; SERPINE2; EIF5A; CHCHD2; SRSF7; ROMO1; U2AF1; TTR; MEIS2; RAB11A; GMDS; PCBP2; HINT2; MAP1LC3A; MAFF; FDFT1; COX6C; PIM3; NEDD8; SERPINB12; TTC3; UBC; HOXB5; PPP1R11; POLR2G; POLR2F; IGFBP5; DDC; COX7A2; DNER; PSIP1; GZMA; GNAS; ARG1; ST8SIA5; GCH1; PSAP; INSM1; STUB1; SULT2B1; SNCA; DYNLL2; DDA1; EIF4A2; MSMO1; RAB3A; LRPAP1; CIRBP; GDE1; SCG2; RBP4; EIF4E; RPL36AL; VDAC1; GADD45G; GNAI2; CD9; RPL41; NDUFV3; INTS12; DNAJB9; COX5B; CD81; AGPAT4; DNAJB6; TECR; FHL2; MRPL28; HNRNPK; EIF1; CST3; PRDX5; CITED4; NDUFA6; NDUFA7; RPS25; BNIP3L; PTP4A3; SPCS2; QDPR; ASCL1; COMT; PRDX2; ENO1; COX4I1; PRKAR1A; TCF25; UCHL1; CSNK1A1; DEGS2; ZCRB1; RPSA; TUSC3; PIP5K1B; ID4; HIGD1A; ATP6V1E1; GSTM5; MTHFD2; UBE2D3; RHEB; PPIB; ATP6V0B; UBE2B; TMA7; BPGM; ATG101; EEF1A1; CHGB; NENF; JUND; RAB2A; RUNX1T1; MDH2; MDH1; PIN1; TESC; SOX4; XBP1; PGF; TOB1; GABARAPL2; HAGH; MT3; YWHAQ; GABARAP; ATP6V1B2; HSBP1; EDF1; EIF1B; BEX4; ATP6V1G1; BEX1; GNPTG; RP9; SPOCK3; PCSK1; SNRPN; RAB3B; CFL1; CALCA; ALDOA; EPCAM; ALDOC; SLC25A4; SEC61B; ATP6V0E2; ANAPC11; NDUFA13; SEC11C; ACTN1; PPP1CA; EIF3K; CALR; SRRM2; PMVK; PTMA; OAZ1; RABGGTB; UBQLN2; PURA; HES6; DENR; AIP; ATF4; CAMK2N1; EEF2; ELOF1	10637	10598
3.8053910001e-08	1.61940528115e-06	GO:0022900	b	3	electron transport chain	1327; 1329; 1337; 1345; 1347; 1351; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 5860; 6622; 10975; 51218	NDUFA6; NDUFA7; GLRX5; NDUFB9; COX5B; NDUFB8; NDUFB7; QDPR; NDUFB4; NDUFV3; UQCR11; COX4I1; COX8A; SNCA; COX7A2; COX6A1; COX6C	181	181
