archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
SCLC-Y,GO NEUROINFLAMMATORY RESPONSE,0.00076401,0.31703,0.39889,1,1
SCLC-Y,GO NEGATIVE REGULATION OF BLOOD CIRCULATION,0.0024588,0.53798,0.39866,1,1
SCLC-Y,GO UBIQUITIN DEPENDENT ERAD PATHWAY,0.00010828,0.415,0.39843,1,1
SCLC-Y,GO ESTABLISHMENT OF LYMPHOCYTE POLARITY,0.0022699,0.44518,0.39826,1,1
SCLC-Y,GO NEGATIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY,0.0011741,0.43188,0.39814,1,1
SCLC-Y,GO TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,0.00094871,0.51315,0.39683,1,1
SCLC-Y,GO RESPONSE TO TUMOR NECROSIS FACTOR,0.00069995,0.54079,0.3967,1,1
SCLC-Y,GO REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE,0.00025768,0.38413,0.39643,1,1
SCLC-Y,GO POSITIVE REGULATION OF CELL CYCLE G1 S PHASE TRANSITION,0.00018491,0.45022,0.39631,1,1
SCLC-Y,GO CHAPERONE MEDIATED PROTEIN FOLDING,0.00020344,0.3853,0.39612,1,1
SCLC-Y,GO RIBONUCLEOSIDE METABOLIC PROCESS,6.56E-05,0.40648,0.39548,1,1
SCLC-Y,GO REGULATION OF ACUTE INFLAMMATORY RESPONSE,0.0017084,0.36509,0.39445,1,1
SCLC-Y,GO HYALURONAN BIOSYNTHETIC PROCESS,0.0097991,0.38404,0.39425,1,1
SCLC-Y,GO REGULATION OF WOUND HEALING,0.0013889,0.43075,0.39417,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS,0.00064092,0.34956,0.39338,1,1
SCLC-Y,GO PROTEASOME ASSEMBLY,0.0012247,0.46838,0.39317,1,1
SCLC-Y,GO POSITIVE REGULATION OF PROTEIN IMPORT,0.0031154,0.47817,0.39312,1,1
SCLC-Y,GO VIRAL GENE EXPRESSION,0.0021804,0.46947,0.39299,1,1
SCLC-Y,GO CELLULAR RESPONSE TO HYDROGEN PEROXIDE,0.00010828,0.44048,0.39299,1,1
SCLC-Y,GO INTRACELLULAR MRNA LOCALIZATION,0.0015733,0.35123,0.39165,1,1
SCLC-Y,GO B CELL MEDIATED IMMUNITY,0.00053648,0.42519,0.39146,1,1
SCLC-Y,GO COAGULATION,0.00025768,0.46905,0.39142,1,1
SCLC-Y,GO REGULATION OF STEROL TRANSPORT,0.00064092,0.4059,0.39124,1,1
SCLC-Y,GO INTERLEUKIN 1 MEDIATED SIGNALING PATHWAY,0.00090875,0.49709,0.39116,1,1
SCLC-Y,GO PYRIMIDINE NUCLEOBASE METABOLIC PROCESS,0.0013321,0.34394,0.39007,1,1
SCLC-Y,GO RESPONSE TO MINERALOCORTICOID,0.0066217,0.44592,0.39006,1,1
SCLC-Y,GO GRANULOCYTE MIGRATION,0.0024588,0.39257,0.38999,1,1
SCLC-Y,GO LIPOPROTEIN LOCALIZATION,0.0073805,0.30151,0.3897,1,1
SCLC-Y,GO REGULATION OF CELLULAR EXTRAVASATION,0.0019312,0.34995,0.38893,1,1
SCLC-Y,GO CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,0.00042822,0.4604,0.38876,1,1
SCLC-Y,GO LYMPHOCYTE MEDIATED IMMUNITY,0.00046881,0.44361,0.3882,1,1
SCLC-Y,GO T CELL APOPTOTIC PROCESS,0.00058654,0.45067,0.38816,1,1
SCLC-Y,GO POSITIVE REGULATION OF TRANSLATION,0.00020344,0.39954,0.38797,1,1
SCLC-Y,GO RIBOSOMAL SMALL SUBUNIT ASSEMBLY,0.010505,0.50509,0.38692,1,1
SCLC-Y,GO GALACTOSE METABOLIC PROCESS,0.0059338,0.44936,0.38606,1,1
SCLC-Y,GO POSITIVE REGULATION OF CARDIAC MUSCLE CELL DIFFERENTIATION,0.0020943,0.40117,0.3857,1,1
SCLC-Y,GO POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE,0.00029645,0.3016,0.38517,1,1
SCLC-Y,GO POSITIVE REGULATION OF RESPONSE TO OXIDATIVE STRESS,0.00046881,0.42881,0.3851,1,1
SCLC-Y,GO DEFENSE RESPONSE TO GRAM POSITIVE BACTERIUM,0.0012247,0.4177,0.38502,1,1
SCLC-Y,GO POSITIVE REGULATION OF MYELOID LEUKOCYTE CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,0.010874,0.46273,0.38399,1,1
SCLC-Y,GO NEGATIVE REGULATION OF EMBRYONIC DEVELOPMENT,0.010146,0.39629,0.38387,1,1
SCLC-Y,GO NEGATIVE REGULATION OF LIPID TRANSPORT,0.00069995,0.39591,0.38297,1,1
SCLC-Y,GO REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST,0.010146,0.39832,0.38289,1,1
SCLC-Y,GO PRI MIRNA TRANSCRIPTION BY RNA POLYMERASE II,0.01857,0.48263,0.38203,1,1
SCLC-Y,GO TOLL LIKE RECEPTOR SIGNALING PATHWAY,0.00053648,0.43198,0.38117,1,1
SCLC-Y,GO REGULATION OF CHOLESTEROL EFFLUX,0.0013321,0.36304,0.38084,1,1
SCLC-Y,GO POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,0.00031055,0.49131,0.38069,1,1
SCLC-Y,GO ADAPTIVE IMMUNE RESPONSE,0.00040918,0.39353,0.38065,1,1
SCLC-Y,GO TRACHEA MORPHOGENESIS,0.0020112,0.4177,0.37986,1,1
SCLC-Y,GO CELLULAR METABOLIC COMPOUND SALVAGE,0.0028806,0.43974,0.37926,1,1
SCLC-Y,GO POSITIVE REGULATION OF INTERLEUKIN 1 PRODUCTION,0.016296,0.47941,0.37924,1,1
SCLC-Y,GO REGULATION OF HEMATOPOIETIC STEM CELL DIFFERENTIATION,0.00040918,0.391,0.37875,1,1
SCLC-Y,GO MYELOID LEUKOCYTE ACTIVATION,0.00090875,0.45655,0.37828,1,1
SCLC-Y,GO LENS FIBER CELL DIFFERENTIATION,0.0061556,0.40183,0.37784,1,1
SCLC-Y,GO INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,0.0026621,0.43854,0.37732,1,1
SCLC-Y,GO REGULATION OF VASOCONSTRICTION,0.00061317,0.40461,0.37721,1,1
SCLC-Y,GO REGULATION OF ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,0.0047478,0.38223,0.37608,1,1
SCLC-Y,GO PURINE NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS,0.0071194,0.4629,0.37606,1,1
SCLC-Y,GO BASE CONVERSION OR SUBSTITUTION EDITING,0.0068665,0.40767,0.37594,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CHEMOTAXIS,0.00046881,0.35869,0.37576,1,1
SCLC-Y,GO TYPE I INTERFERON PRODUCTION,0.0013321,0.49247,0.37551,1,1
SCLC-Y,GO PYRIMIDINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,0.0013321,0.45893,0.37541,1,1
SCLC-Y,GO T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,0.0009903,0.41578,0.3754,1,1
SCLC-Y,GO POSITIVE REGULATION OF TOLL LIKE RECEPTOR SIGNALING PATHWAY,0.00046881,0.38507,0.37534,1,1
SCLC-Y,GO CHONDROCYTE PROLIFERATION,0.027983,0.33994,0.37475,1,1
SCLC-Y,GO NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS,0.0020943,0.40944,0.37418,1,1
SCLC-Y,GO CELL DEATH IN RESPONSE TO HYDROGEN PEROXIDE,0.0024588,0.30984,0.37363,1,1
SCLC-Y,GO POSITIVE REGULATION OF LIPID CATABOLIC PROCESS,0.00094871,0.52138,0.37297,1,1
SCLC-Y,GO RESPONSE TO REDOX STATE,0.0076503,0.34927,0.37296,1,1
SCLC-Y,GO RESPONSE TO CYTOKINE,0.0009903,0.49749,0.37269,1,1
SCLC-Y,GO RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS,9.33E-05,0.40869,0.37223,1,1
SCLC-Y,GO POSITIVE REGULATION OF PEPTIDYL SERINE PHOSPHORYLATION,0.00027004,0.28332,0.37209,1,1
SCLC-Y,GO LEUKOCYTE MEDIATED IMMUNITY,0.00049043,0.45423,0.37139,1,1
SCLC-Y,GO REGULATION OF RETINOIC ACID RECEPTOR SIGNALING PATHWAY,0.0082164,0.52509,0.37134,1,1
SCLC-Y,GO REGULATION OF CELL AGING,0.00010305,0.38878,0.37114,1,1
SCLC-Y,GO DETECTION OF EXTERNAL BIOTIC STIMULUS,0.02631,0.41564,0.37058,1,1
SCLC-Y,GO CORTICAL CYTOSKELETON ORGANIZATION,0.00023453,0.3483,0.37046,1,1
SCLC-Y,GO SULFUR COMPOUND CATABOLIC PROCESS,0.0037806,0.34,0.36982,1,1
SCLC-Y,GO NEGATIVE REGULATION OF RYANODINE SENSITIVE CALCIUM RELEASE CHANNEL ACTIVITY,0.0059338,0.41615,0.36971,1,1
SCLC-Y,GO AMINO SUGAR BIOSYNTHETIC PROCESS,0.00056099,0.38719,0.36904,1,1
SCLC-Y,GO RIBOSOME ASSEMBLY,0.010505,0.4599,0.36866,1,1
SCLC-Y,GO REGULATION OF NEUROINFLAMMATORY RESPONSE,0.027983,0.25721,0.36819,1,1
SCLC-Y,GO CAMP METABOLIC PROCESS,0.017977,0.40037,0.36797,1,1
SCLC-Y,GO ERAD PATHWAY,0.00011376,0.37557,0.36734,1,1
SCLC-Y,GO REGULATION OF NITRIC OXIDE SYNTHASE ACTIVITY,0.00031055,0.43242,0.36713,1,1
SCLC-Y,GO POSITIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,0.0049293,0.34168,0.3669,1,1
SCLC-Y,GO MONONUCLEAR CELL MIGRATION,0.0066217,0.39352,0.36678,1,1
SCLC-Y,GO MAINTENANCE OF PROTEIN LOCATION IN CELL,9.81E-05,0.34502,0.36663,1,1
SCLC-Y,GO REGULATION OF ALPHA BETA T CELL ACTIVATION,0.00073133,0.4609,0.36641,1,1
SCLC-Y,GO XENOBIOTIC TRANSPORT,0.001448,0.381,0.36599,1,1
SCLC-Y,GO RESPONSE TO MANGANESE ION,0.0018542,0.43162,0.36541,1,1
SCLC-Y,GO REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,0.0012247,0.50566,0.3649,1,1
SCLC-Y,GO REGULATION OF IMMUNE EFFECTOR PROCESS,0.00046881,0.44174,0.36486,1,1
SCLC-Y,GO TRANSLATIONAL INITIATION,0.0025586,0.41207,0.36428,1,1
SCLC-Y,GO BETA CATENIN DESTRUCTION COMPLEX DISASSEMBLY,0.00058654,0.36251,0.36389,1,1
SCLC-Y,GO ALPHA BETA T CELL PROLIFERATION,0.014755,0.44065,0.36377,1,1
SCLC-Y,GO ATP BIOSYNTHETIC PROCESS,0.00023453,0.37609,0.36376,1,1
SCLC-Y,GO ANAPHASE PROMOTING COMPLEX DEPENDENT CATABOLIC PROCESS,0.001448,0.38661,0.36219,1,1
SCLC-Y,GO POSITIVE REGULATION OF CELL ADHESION,0.0012773,0.43275,0.36205,1,1
SCLC-Y,GO POSITIVE REGULATION OF VIRAL GENOME REPLICATION,0.00053648,0.42816,0.36188,1,1
SCLC-Y,GO RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN,0.00029645,0.31338,0.36172,1,1
SCLC-Y,GO CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY IN RESPONSE TO VIRUS,0.011255,0.46325,0.36085,1,1
SCLC-Y,GO PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,0.00031055,0.42343,0.36041,1,1
SCLC-Y,GO REGULATION OF LEUKOCYTE MIGRATION,0.00087036,0.36065,0.3602,1,1
SCLC-Y,GO REGULATION OF MULTI ORGANISM PROCESS,0.00094871,0.41811,0.35979,1,1
SCLC-Y,GO REGULATION OF OSTEOCLAST DEVELOPMENT,0.0079288,0.39161,0.35913,1,1
SCLC-Y,GO RIBOSOMAL LARGE SUBUNIT ASSEMBLY,0.021117,0.52937,0.35821,1,1
SCLC-Y,GO REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY,0.00024585,0.33421,0.35784,1,1
SCLC-Y,GO NEGATIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL,6.24E-05,0.35969,0.35741,1,1
SCLC-Y,GO GRANULOCYTE CHEMOTAXIS,0.014755,0.3189,0.35713,1,1
SCLC-Y,GO CYTOPLASMIC TRANSLATION,0.0051169,0.43836,0.35681,1,1
SCLC-Y,GO IRES DEPENDENT VIRAL TRANSLATIONAL INITIATION,0.0020943,0.34081,0.35649,1,1
SCLC-Y,GO REGULATION OF EPITHELIAL CELL MIGRATION,0.0010786,0.37329,0.35556,1,1
SCLC-Y,GO NEGATIVE REGULATION OF LEUKOCYTE MIGRATION,0.00034064,0.27492,0.3533,1,1
SCLC-Y,GO COMPLEMENT ACTIVATION,0.00083347,0.3904,0.35327,1,1
SCLC-Y,GO REGULATION OF PROTEIN COMPLEX STABILITY,0.014755,0.46091,0.35314,1,1
SCLC-Y,GO SPINDLE MIDZONE ASSEMBLY,0.0026621,0.37229,0.35305,1,1
SCLC-Y,GO REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,0.00037344,0.45639,0.35294,1,1
SCLC-Y,GO REGULATION OF URINE VOLUME,0.00044809,0.30144,0.35241,1,1
SCLC-Y,GO IMMUNE EFFECTOR PROCESS,0.00051298,0.41629,0.35218,1,1
SCLC-Y,GO MAINTENANCE OF PROTEIN LOCATION,7.26E-05,0.29408,0.35187,1,1
SCLC-Y,GO REGULATION OF PROTEIN IMPORT,0.0085133,0.39603,0.35106,1,1
SCLC-Y,GO REGULATION OF B CELL MEDIATED IMMUNITY,0.00083347,0.36942,0.35105,1,1
SCLC-Y,GO B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,0.00061317,0.38224,0.35102,1,1
SCLC-Y,GO CELL CELL RECOGNITION,0.0001255,0.37716,0.351,1,1
SCLC-Y,GO POSITIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY,0.022501,0.44414,0.3509,1,1
SCLC-Y,GO POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN,0.01427,0.45154,0.35001,1,1
SCLC-Y,GO FRUCTOSE 6 PHOSPHATE METABOLIC PROCESS,0.011255,0.28752,0.34996,1,1
SCLC-Y,GO REGULATION OF DNA DAMAGE RESPONSE SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,0.0045725,0.46813,0.34986,1,1
SCLC-Y,GO REGULATION OF VASCULATURE DEVELOPMENT,0.00079804,0.37162,0.34971,1,1
SCLC-Y,GO REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,0.0049293,0.40758,0.3495,1,1
SCLC-Y,GO IRE1 MEDIATED UNFOLDED PROTEIN RESPONSE,0.00073133,0.36721,0.34945,1,1
SCLC-Y,GO REGULATION OF NUCLEASE ACTIVITY,0.0059338,0.36592,0.34921,1,1
SCLC-Y,GO KERATAN SULFATE METABOLIC PROCESS,0.0020943,0.33644,0.34864,1,1
SCLC-Y,GO G PROTEIN COUPLED PURINERGIC NUCLEOTIDE RECEPTOR SIGNALING PATHWAY,0.0023626,0.48013,0.34841,1,1
SCLC-Y,GO INTERFERON GAMMA PRODUCTION,0.0013321,0.35299,0.34838,1,1
SCLC-Y,GO REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,0.00053648,0.41676,0.3482,1,1
SCLC-Y,GO NEGATIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,0.0026621,0.40293,0.34788,1,1
SCLC-Y,GO PEPTIDE CATABOLIC PROCESS,0.00044809,0.36216,0.34784,1,1
SCLC-Y,GO POSITIVE REGULATION OF NIK NF KAPPAB SIGNALING,0.0035004,0.50515,0.34767,1,1
SCLC-Y,GO NEGATIVE REGULATION OF GENE SILENCING,0.00083347,0.3532,0.34753,1,1
SCLC-Y,GO REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE MEDIATED BY A CHEMICAL SIGNAL,0.0129,0.38403,0.34692,1,1
SCLC-Y,GO PURINE NUCLEOBASE METABOLIC PROCESS,0.0032392,0.37706,0.34642,1,1
SCLC-Y,GO LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE,0.00049043,0.39294,0.34639,1,1
SCLC-Y,GO REGULATION OF SPHINGOLIPID BIOSYNTHETIC PROCESS,0.0025586,0.33223,0.34625,1,1
SCLC-Y,GO POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT,0.0079288,0.37484,0.34578,1,1
SCLC-Y,GO TRNA 5 LEADER REMOVAL,0.0032392,0.41879,0.34525,1,1
SCLC-Y,GO CELLULAR RESPONSE TO GROWTH HORMONE STIMULUS,0.010505,0.39615,0.34507,1,1
SCLC-Y,GO RIBOSOMAL SMALL SUBUNIT BIOGENESIS,0.0063849,0.39996,0.34469,1,1
SCLC-Y,GO POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION,0.0017084,0.37199,0.34378,1,1
SCLC-Y,GO RRNA PSEUDOURIDINE SYNTHESIS,0.015254,0.46151,0.34261,1,1
SCLC-Y,GO SELECTIVE AUTOPHAGY,0.00017625,0.29535,0.34248,1,1
SCLC-Y,GO TISSUE REMODELING,0.0025586,0.33247,0.34244,1,1
SCLC-Y,GO T CELL MIGRATION,0.0037806,0.43589,0.34242,1,1
SCLC-Y,GO CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,0.010874,0.46315,0.34226,1,1
SCLC-Y,GO CYTOKINETIC PROCESS,0.00064092,0.35737,0.34156,1,1
SCLC-Y,GO L GLUTAMATE IMPORT,0.019808,0.33051,0.34073,1,1
SCLC-Y,GO NOTCH RECEPTOR PROCESSING,0.01918,0.18437,0.34071,1,1
SCLC-Y,GO MATURATION OF SSU RRNA FROM TRICISTRONIC RRNA TRANSCRIPT SSU RRNA 5 8S RRNA LSU RRNA,0.0071194,0.42256,0.33969,1,1
SCLC-Y,GO INTERFERON BETA PRODUCTION,0.005311,0.42078,0.33844,1,1
SCLC-Y,GO REGULATION OF MYOTUBE DIFFERENTIATION,0.0013889,0.31471,0.33839,1,1
SCLC-Y,GO RESPONSE TO WOUNDING,0.00056099,0.38457,0.33816,1,1
SCLC-Y,GO TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY,0.0026621,0.2822,0.33814,1,1
SCLC-Y,GO POSITIVE REGULATION OF SEQUESTERING OF CALCIUM ION,0.0019312,0.34785,0.33811,1,1
SCLC-Y,GO MRNA TRANSCRIPTION BY RNA POLYMERASE II,0.0020943,0.3806,0.33787,1,1
SCLC-Y,GO CHOLESTEROL EFFLUX,0.0016396,0.29697,0.33768,1,1
SCLC-Y,GO POSITIVE REGULATION OF AUTOPHAGY OF MITOCHONDRION,0.00039093,0.31157,0.33753,1,1
SCLC-Y,GO POSITIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY,0.012053,0.2889,0.33688,1,1
SCLC-Y,GO ERBB SIGNALING PATHWAY,0.0011254,0.42674,0.33524,1,1
SCLC-Y,GO VESICLE TARGETING TO FROM OR WITHIN GOLGI,0.0019312,0.45073,0.33461,1,1
SCLC-Y,GO REGULATION OF MACROPHAGE MIGRATION,0.0010336,0.27624,0.33449,1,1
SCLC-Y,GO COPPER ION TRANSPORT,0.0020943,0.33028,0.33388,1,1
SCLC-Y,GO POSITIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION,0.0025586,0.33657,0.33372,1,1
SCLC-Y,GO LYMPHOCYTE CHEMOTAXIS,0.00090875,0.36031,0.33355,1,1
SCLC-Y,GO INFLAMMATORY RESPONSE,0.0013321,0.3855,0.33248,1,1
SCLC-Y,GO DNA DEALKYLATION INVOLVED IN DNA REPAIR,0.0071194,0.31776,0.33175,1,1
SCLC-Y,GO REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,0.00076401,0.3717,0.33145,1,1
SCLC-Y,GO REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY,0.00061317,0.30507,0.33102,1,1
SCLC-Y,GO NUCLEOSIDE METABOLIC PROCESS,8.44E-05,0.31284,0.32998,1,1
SCLC-Y,GO NEGATIVE REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,0.0020112,0.4118,0.32979,1,1
SCLC-Y,GO POLYAMINE METABOLIC PROCESS,0.0019312,0.31899,0.32959,1,1
SCLC-Y,GO POSITIVE REGULATION OF LEUKOCYTE MIGRATION,0.0057193,0.27657,0.32932,1,1
SCLC-Y,GO VIRAL RELEASE FROM HOST CELL,0.0032392,0.36599,0.32921,1,1
SCLC-Y,GO MEMBRANE BIOGENESIS,0.0045725,0.27719,0.32902,1,1
SCLC-Y,GO REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION,0.0025586,0.38075,0.32894,1,1
SCLC-Y,GO IMMUNOGLOBULIN PRODUCTION,0.00021334,0.3856,0.32879,1,1
SCLC-Y,GO HISTONE PHOSPHORYLATION,0.00079804,0.3421,0.32802,1,1
SCLC-Y,GO CELLULAR RESPONSE TO VIRUS,0.0029959,0.32869,0.32791,1,1
SCLC-Y,GO PATHWAY RESTRICTED SMAD PROTEIN PHOSPHORYLATION,0.0097991,0.35453,0.32754,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CELL SIZE,0.0015095,0.35825,0.32623,1,1
SCLC-Y,GO RESPONSE TO PARATHYROID HORMONE,0.0057193,0.32981,0.32618,1,1
SCLC-Y,GO PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,6.90E-05,0.30536,0.32615,1,1
SCLC-Y,GO PROTEIN TARGETING TO VACUOLE,0.00035669,0.34808,0.3261,1,1
SCLC-Y,GO RESPONSE TO BACTERIUM,0.0015095,0.39249,0.32603,1,1
SCLC-Y,GO NEGATIVE REGULATION OF LIPID LOCALIZATION,0.001448,0.39148,0.32556,1,1
SCLC-Y,GO POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS,0.00087036,0.38346,0.32555,1,1
SCLC-Y,GO SPERM EGG RECOGNITION,0.00016797,0.36214,0.32423,1,1
SCLC-Y,GO PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,0.00090875,0.39112,0.32408,1,1
SCLC-Y,GO POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION,0.00094871,0.36237,0.32392,1,1
SCLC-Y,GO REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY,0.0076503,0.32139,0.32341,1,1
SCLC-Y,GO INTERACTION WITH SYMBIONT,0.010146,0.45783,0.32277,1,1
SCLC-Y,GO CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES,0.00017625,0.34328,0.32258,1,1
SCLC-Y,GO POSITIVE REGULATION OF CELLULAR AMIDE METABOLIC PROCESS,0.00019396,0.32843,0.3217,1,1
SCLC-Y,GO REGULATION OF LIPASE ACTIVITY,0.00061317,0.38339,0.32146,1,1
SCLC-Y,GO REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS,0.00056099,0.29243,0.3214,1,1
SCLC-Y,GO RESPONSE TO HYDROGEN PEROXIDE,0.0015733,0.35951,0.32115,1,1
SCLC-Y,GO INNATE IMMUNE RESPONSE,0.0009903,0.43268,0.32114,1,1
SCLC-Y,GO NUCLEOBASE METABOLIC PROCESS,0.0025586,0.33963,0.32079,1,1
SCLC-Y,GO REGULATION OF RNA BINDING,0.00073133,0.31375,0.32072,1,1
SCLC-Y,GO SPHINGOSINE BIOSYNTHETIC PROCESS,0.0018542,0.4168,0.3207,1,1
SCLC-Y,GO SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS,0.00028296,0.3669,0.3205,1,1
SCLC-Y,GO NATURAL KILLER CELL MEDIATED IMMUNITY,0.0031154,0.38897,0.31951,1,1
SCLC-Y,GO POSITIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,0.0015095,0.39198,0.31918,1,1
SCLC-Y,GO EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,0.0129,0.43466,0.3191,1,1
SCLC-Y,GO REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,0.0011741,0.35994,0.31856,1,1
SCLC-Y,GO CHYLOMICRON ASSEMBLY,0.028854,0.45996,0.3182,1,1
SCLC-Y,GO GTP METABOLIC PROCESS,0.004403,0.28994,0.31782,1,1
SCLC-Y,GO CYTOKINE PRODUCTION,0.00083347,0.37384,0.3162,1,1
SCLC-Y,GO CORTICAL ACTIN CYTOSKELETON ORGANIZATION,0.00094871,0.27664,0.31612,1,1
SCLC-Y,GO REGULATION OF PROTEIN FOLDING,0.0011254,0.34531,0.31577,1,1
SCLC-Y,GO DEFENSE RESPONSE TO OTHER ORGANISM,0.0009903,0.41474,0.31511,1,1
SCLC-Y,GO SYMBIOTIC PROCESS,0.00023453,0.37805,0.31498,1,1
SCLC-Y,GO POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,0.0039282,0.36241,0.31414,1,1
SCLC-Y,GO MATURATION OF SSU RRNA,0.01247,0.37335,0.31406,1,1
SCLC-Y,GO NEGATIVE REGULATION OF PEPTIDASE ACTIVITY,0.0045725,0.45914,0.31403,1,1
SCLC-Y,GO POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE,0.00032527,0.29895,0.31396,1,1
SCLC-Y,GO LEUKOCYTE MEDIATED CYTOTOXICITY,0.0017084,0.38941,0.31388,1,1
SCLC-Y,GO NEGATIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS,0.0033675,0.34912,0.31341,1,1
SCLC-Y,GO POSITIVE REGULATION OF CYTOKINE PRODUCTION,0.00061317,0.37197,0.31317,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CELL CYCLE G2 M PHASE TRANSITION,0.0024588,0.40879,0.31307,1,1
SCLC-Y,GO T CELL RECEPTOR SIGNALING PATHWAY,0.00039093,0.34693,0.31301,1,1
SCLC-Y,GO HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,0.0066217,0.33896,0.31298,1,1
SCLC-Y,GO PLATELET ACTIVATION,0.0015733,0.38116,0.31294,1,1
SCLC-Y,GO REGULATION OF ENDOTHELIAL CELL DEVELOPMENT,0.0094624,0.31764,0.31292,1,1
SCLC-Y,GO BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS,0.01918,0.42223,0.31236,1,1
SCLC-Y,GO SHORT CHAIN FATTY ACID METABOLIC PROCESS,0.021117,0.40439,0.31235,1,1
SCLC-Y,GO CELLULAR RESPONSE TO ATP,0.00049043,0.34361,0.31077,1,1
SCLC-Y,GO SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS,0.0002237,0.3644,0.31027,1,1
SCLC-Y,GO ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE,0.0009903,0.2992,0.30744,1,1
SCLC-Y,GO PYRIMIDINE RIBONUCLEOTIDE METABOLIC PROCESS,0.0051169,0.36061,0.3064,1,1
SCLC-Y,GO MITOCHONDRIAL CALCIUM ION HOMEOSTASIS,0.00083347,0.24943,0.30607,1,1
SCLC-Y,GO REGULATION OF TRANSLATIONAL INITIATION IN RESPONSE TO STRESS,0.01684,0.42015,0.30554,1,1
SCLC-Y,GO NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,0.00064092,0.36359,0.30554,1,1
